DateFormatted,Globalstraling,Solskinstid,Lufttemperatur,Lufttrykk,Vindkast,hour,d_Friday,d_Monday,d_Saturday,d_Sunday,d_Thursday,d_Tuesday,d_Wednesday,month,weekend,public_holiday,raining,summer,winter,rush_hour,sleeptime,Vindretning_x,Vindretning_y
2023-01-01 08:00:00,-0.3166666666666667,0.0,-2.566666666666667,910.0,12.0,8,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.7660444431189778,-0.6427876096865396
