DateFormatted,Globalstraling,Solskinstid,Lufttemperatur,Lufttrykk,Vindkast,hour,d_Friday,d_Monday,d_Saturday,d_Sunday,d_Thursday,d_Tuesday,d_Wednesday,month,weekend,public_holiday,raining,summer,winter,rush_hour,sleeptime,Vindretning_x,Vindretning_y,Total_trafikk
2023-01-01 18:00:00,-0.45,0.0,-1.6666666666666667,999.4833333333332,0.9,18,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,-0.6383200909243285,-0.7697710448713676,9.94
2023-01-01 19:00:00,0.03333333333333334,0.0,-1.5999999999999999,999.9,1.25,19,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,-0.8616291604415258,0.5075383629607041,9.824
2023-01-01 20:00:00,-0.25,0.0,-1.0666666666666667,999.8666666666667,1.05,20,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,-0.978748252132414,0.20506549916488745,9.524
2023-01-01 21:00:00,-0.7666666666666666,0.0,-1.0166666666666666,999.9499999999999,1.0999999999999999,21,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,-0.9075332975920036,0.41998013496090963,7.844
2023-01-01 22:00:00,-0.6,0.0,-1.1166666666666667,1000.6,0.85,22,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,-0.8274074411415105,0.5616021067834929,6.676
2023-01-01 23:00:00,-0.6833333333333332,0.0,-0.7166666666666667,1000.6999999999999,1.2,23,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,-0.8003827376560635,0.599489343743644,3.1
2023-01-02 00:00:00,-1.4666666666666668,0.0,-1.0166666666666666,1000.6666666666666,0.9499999999999998,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.9977627428420542,0.06685438651502741,2.624
2023-01-02 01:00:00,-1.0166666666666666,0.0,-1.3666666666666665,1000.4833333333332,0.45,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.3447521474853942,0.9386937502743954,1.388
2023-01-02 02:00:00,-0.43333333333333335,0.0,-1.0999999999999999,1000.35,0.9499999999999998,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.7968815247130533,0.6041356102490562,0.564
2023-01-02 03:00:00,0.033333333333333326,0.0,-0.7333333333333334,1000.5166666666668,0.9,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.9898590415514599,-0.142053081131052,0.632
2023-01-02 04:00:00,-0.7833333333333333,0.0,-0.5166666666666667,1000.6333333333333,1.0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.5994893437436442,-0.8003827376560635,1.172
2023-01-02 05:00:00,-1.4000000000000001,0.0,-0.21666666666666667,1000.5333333333333,1.45,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.9366721892483976,-0.35020738125946765,5.516
2023-01-02 06:00:00,-1.1500000000000001,0.0,-0.4666666666666666,1000.4333333333334,1.1500000000000001,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1621779231055672,-0.9867615321125792,23.776
2023-01-02 07:00:00,-1.4000000000000001,0.0,-0.21666666666666667,1000.4,1.9500000000000002,7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.8843094927823671,-0.46690118973396555,103.144
2023-01-02 08:00:00,-0.1333333333333334,0.0,-0.5499999999999999,1000.4333333333334,1.3,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.6538608952570699,0.7566147828674926,135.188
2023-01-02 09:00:00,10.5,0.0,-0.9500000000000001,1000.6666666666666,0.75,9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.049430843352085925,0.9987775486691226,39.932
2023-01-02 10:00:00,28.650000000000002,0.0,-0.8166666666666668,1000.7000000000002,0.85,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.239098400201354,-0.970995342430206,17.708
2023-01-02 11:00:00,45.1,0.0,-0.5833333333333334,1000.6666666666666,0.9,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.6202354912682604,0.7844156649195755,17.564
