DateFormatted,1,2,Totalt,Totalt i retning Danmarksplass,Totalt i retning Florida
2015-07-16 16:00:00,66.0,35.0,101.0,35.0,66.0
2015-07-16 17:00:00,44.0,35.0,79.0,35.0,44.0
2015-07-16 18:00:00,39.0,17.0,56.0,17.0,39.0
2015-07-16 19:00:00,29.0,16.0,45.0,16.0,29.0
2015-07-16 20:00:00,30.0,11.0,41.0,11.0,30.0
2015-07-16 21:00:00,16.0,9.0,25.0,9.0,16.0
2015-07-16 22:00:00,13.0,10.0,23.0,10.0,13.0
2015-07-16 23:00:00,10.0,4.0,14.0,4.0,10.0
2015-07-17 00:00:00,2.0,4.0,6.0,4.0,2.0
2015-07-17 01:00:00,6.0,1.0,7.0,1.0,6.0
2015-07-17 02:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-17 03:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-17 04:00:00,3.0,2.0,5.0,2.0,3.0
2015-07-17 05:00:00,1.0,3.0,4.0,3.0,1.0
2015-07-17 06:00:00,17.0,19.0,36.0,19.0,17.0
2015-07-17 07:00:00,33.0,51.0,84.0,51.0,33.0
2015-07-17 08:00:00,15.0,53.0,68.0,53.0,15.0
2015-07-17 09:00:00,10.0,34.0,44.0,34.0,10.0
2015-07-17 10:00:00,11.0,24.0,35.0,24.0,11.0
2015-07-17 11:00:00,27.0,17.0,44.0,17.0,27.0
2015-07-17 12:00:00,20.0,29.0,49.0,29.0,20.0
2015-07-17 13:00:00,38.0,30.0,68.0,30.0,38.0
2015-07-17 14:00:00,43.0,28.0,71.0,28.0,43.0
2015-07-17 15:00:00,78.0,47.0,125.0,47.0,78.0
2015-07-17 16:00:00,70.0,34.0,104.0,34.0,70.0
2015-07-17 17:00:00,36.0,24.0,60.0,24.0,36.0
2015-07-17 18:00:00,28.0,14.0,42.0,14.0,28.0
2015-07-17 19:00:00,29.0,17.0,46.0,17.0,29.0
2015-07-17 20:00:00,9.0,5.0,14.0,5.0,9.0
2015-07-17 21:00:00,15.0,2.0,17.0,2.0,15.0
2015-07-17 22:00:00,6.0,7.0,13.0,7.0,6.0
2015-07-17 23:00:00,10.0,3.0,13.0,3.0,10.0
2015-07-18 00:00:00,6.0,1.0,7.0,1.0,6.0
2015-07-18 01:00:00,5.0,0.0,5.0,0.0,5.0
2015-07-18 02:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-18 03:00:00,2.0,1.0,3.0,1.0,2.0
2015-07-18 04:00:00,5.0,1.0,6.0,1.0,5.0
2015-07-18 05:00:00,2.0,2.0,4.0,2.0,2.0
2015-07-18 06:00:00,0.0,5.0,5.0,5.0,0.0
2015-07-18 07:00:00,2.0,3.0,5.0,3.0,2.0
2015-07-18 08:00:00,4.0,6.0,10.0,6.0,4.0
2015-07-18 09:00:00,5.0,13.0,18.0,13.0,5.0
2015-07-18 10:00:00,6.0,8.0,14.0,8.0,6.0
2015-07-18 11:00:00,5.0,7.0,12.0,7.0,5.0
2015-07-18 12:00:00,3.0,9.0,12.0,9.0,3.0
2015-07-18 13:00:00,8.0,5.0,13.0,5.0,8.0
2015-07-18 14:00:00,14.0,7.0,21.0,7.0,14.0
2015-07-18 15:00:00,12.0,2.0,14.0,2.0,12.0
2015-07-18 16:00:00,10.0,3.0,13.0,3.0,10.0
2015-07-18 17:00:00,8.0,6.0,14.0,6.0,8.0
2015-07-18 18:00:00,8.0,1.0,9.0,1.0,8.0
2015-07-18 19:00:00,0.0,4.0,4.0,4.0,0.0
2015-07-18 20:00:00,7.0,3.0,10.0,3.0,7.0
2015-07-18 21:00:00,3.0,5.0,8.0,5.0,3.0
2015-07-18 22:00:00,6.0,3.0,9.0,3.0,6.0
2015-07-18 23:00:00,2.0,2.0,4.0,2.0,2.0
2015-07-19 00:00:00,5.0,3.0,8.0,3.0,5.0
2015-07-19 01:00:00,7.0,1.0,8.0,1.0,7.0
2015-07-19 02:00:00,3.0,0.0,3.0,0.0,3.0
2015-07-19 03:00:00,2.0,1.0,3.0,1.0,2.0
2015-07-19 04:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-19 05:00:00,1.0,1.0,2.0,1.0,1.0
2015-07-19 06:00:00,2.0,5.0,7.0,5.0,2.0
2015-07-19 07:00:00,2.0,2.0,4.0,2.0,2.0
2015-07-19 08:00:00,2.0,4.0,6.0,4.0,2.0
2015-07-19 09:00:00,4.0,6.0,10.0,6.0,4.0
2015-07-19 10:00:00,5.0,6.0,11.0,6.0,5.0
2015-07-19 11:00:00,5.0,11.0,16.0,11.0,5.0
2015-07-19 12:00:00,7.0,14.0,21.0,14.0,7.0
2015-07-19 13:00:00,17.0,16.0,33.0,16.0,17.0
2015-07-19 14:00:00,16.0,17.0,33.0,17.0,16.0
2015-07-19 15:00:00,20.0,15.0,35.0,15.0,20.0
2015-07-19 16:00:00,15.0,10.0,25.0,10.0,15.0
2015-07-19 17:00:00,21.0,13.0,34.0,13.0,21.0
2015-07-19 18:00:00,15.0,9.0,24.0,9.0,15.0
2015-07-19 19:00:00,5.0,8.0,13.0,8.0,5.0
2015-07-19 20:00:00,12.0,1.0,13.0,1.0,12.0
2015-07-19 21:00:00,7.0,2.0,9.0,2.0,7.0
2015-07-19 22:00:00,4.0,4.0,8.0,4.0,4.0
2015-07-19 23:00:00,3.0,1.0,4.0,1.0,3.0
2015-07-20 00:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-20 01:00:00,1.0,2.0,3.0,2.0,1.0
2015-07-20 02:00:00,0.0,1.0,1.0,1.0,0.0
2015-07-20 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-20 04:00:00,4.0,2.0,6.0,2.0,4.0
2015-07-20 05:00:00,3.0,4.0,7.0,4.0,3.0
2015-07-20 06:00:00,17.0,21.0,38.0,21.0,17.0
2015-07-20 07:00:00,32.0,49.0,81.0,49.0,32.0
2015-07-20 08:00:00,19.0,72.0,91.0,72.0,19.0
2015-07-20 09:00:00,10.0,19.0,29.0,19.0,10.0
2015-07-20 10:00:00,19.0,21.0,40.0,21.0,19.0
2015-07-20 11:00:00,14.0,31.0,45.0,31.0,14.0
2015-07-20 12:00:00,17.0,21.0,38.0,21.0,17.0
2015-07-20 13:00:00,21.0,19.0,40.0,19.0,21.0
2015-07-20 14:00:00,32.0,20.0,52.0,20.0,32.0
2015-07-20 15:00:00,87.0,35.0,122.0,35.0,87.0
2015-07-20 16:00:00,77.0,31.0,108.0,31.0,77.0
2015-07-20 17:00:00,51.0,18.0,69.0,18.0,51.0
2015-07-20 18:00:00,30.0,24.0,54.0,24.0,30.0
2015-07-20 19:00:00,30.0,16.0,46.0,16.0,30.0
2015-07-20 20:00:00,14.0,10.0,24.0,10.0,14.0
2015-07-20 21:00:00,22.0,11.0,33.0,11.0,22.0
2015-07-20 22:00:00,9.0,7.0,16.0,7.0,9.0
2015-07-20 23:00:00,6.0,3.0,9.0,3.0,6.0
2015-07-21 00:00:00,6.0,2.0,8.0,2.0,6.0
2015-07-21 01:00:00,3.0,1.0,4.0,1.0,3.0
2015-07-21 02:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-21 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-21 04:00:00,4.0,1.0,5.0,1.0,4.0
2015-07-21 05:00:00,1.0,3.0,4.0,3.0,1.0
2015-07-21 06:00:00,8.0,15.0,23.0,15.0,8.0
2015-07-21 07:00:00,23.0,34.0,57.0,34.0,23.0
2015-07-21 08:00:00,16.0,47.0,63.0,47.0,16.0
2015-07-21 09:00:00,8.0,25.0,33.0,25.0,8.0
2015-07-21 10:00:00,5.0,13.0,18.0,13.0,5.0
2015-07-21 11:00:00,11.0,16.0,27.0,16.0,11.0
2015-07-21 12:00:00,4.0,11.0,15.0,11.0,4.0
2015-07-21 13:00:00,8.0,4.0,12.0,4.0,8.0
2015-07-21 14:00:00,11.0,6.0,17.0,6.0,11.0
2015-07-21 15:00:00,70.0,17.0,87.0,17.0,70.0
2015-07-21 16:00:00,56.0,28.0,84.0,28.0,56.0
2015-07-21 17:00:00,36.0,20.0,56.0,20.0,36.0
2015-07-21 18:00:00,16.0,15.0,31.0,15.0,16.0
2015-07-21 19:00:00,25.0,10.0,35.0,10.0,25.0
2015-07-21 20:00:00,14.0,11.0,25.0,11.0,14.0
2015-07-21 21:00:00,9.0,9.0,18.0,9.0,9.0
2015-07-21 22:00:00,13.0,2.0,15.0,2.0,13.0
2015-07-21 23:00:00,6.0,2.0,8.0,2.0,6.0
2015-07-22 00:00:00,4.0,0.0,4.0,0.0,4.0
2015-07-22 01:00:00,1.0,2.0,3.0,2.0,1.0
2015-07-22 02:00:00,4.0,0.0,4.0,0.0,4.0
2015-07-22 03:00:00,2.0,1.0,3.0,1.0,2.0
2015-07-22 04:00:00,1.0,2.0,3.0,2.0,1.0
2015-07-22 05:00:00,2.0,5.0,7.0,5.0,2.0
2015-07-22 06:00:00,13.0,25.0,38.0,25.0,13.0
2015-07-22 07:00:00,21.0,39.0,60.0,39.0,21.0
2015-07-22 08:00:00,21.0,52.0,73.0,52.0,21.0
2015-07-22 09:00:00,13.0,26.0,39.0,26.0,13.0
2015-07-22 10:00:00,6.0,15.0,21.0,15.0,6.0
2015-07-22 11:00:00,8.0,13.0,21.0,13.0,8.0
2015-07-22 12:00:00,12.0,22.0,34.0,22.0,12.0
2015-07-22 13:00:00,18.0,11.0,29.0,11.0,18.0
2015-07-22 14:00:00,30.0,20.0,50.0,20.0,30.0
2015-07-22 15:00:00,73.0,30.0,103.0,30.0,73.0
2015-07-22 16:00:00,70.0,39.0,109.0,39.0,70.0
2015-07-22 17:00:00,47.0,34.0,81.0,34.0,47.0
2015-07-22 18:00:00,42.0,19.0,61.0,19.0,42.0
2015-07-22 19:00:00,24.0,15.0,39.0,15.0,24.0
2015-07-22 20:00:00,12.0,9.0,21.0,9.0,12.0
2015-07-22 21:00:00,22.0,11.0,33.0,11.0,22.0
2015-07-22 22:00:00,17.0,3.0,20.0,3.0,17.0
2015-07-22 23:00:00,13.0,3.0,16.0,3.0,13.0
2015-07-23 00:00:00,6.0,1.0,7.0,1.0,6.0
2015-07-23 05:00:00,3.0,6.0,9.0,6.0,3.0
2015-07-23 06:00:00,9.0,22.0,31.0,22.0,9.0
2015-07-23 07:00:00,25.0,45.0,70.0,45.0,25.0
2015-07-23 08:00:00,24.0,58.0,82.0,58.0,24.0
2015-07-23 09:00:00,12.0,25.0,37.0,25.0,12.0
2015-07-23 10:00:00,16.0,10.0,26.0,10.0,16.0
2015-07-23 11:00:00,13.0,13.0,26.0,13.0,13.0
2015-07-23 12:00:00,14.0,6.0,20.0,6.0,14.0
2015-07-23 13:00:00,19.0,24.0,43.0,24.0,19.0
2015-07-23 14:00:00,27.0,19.0,46.0,19.0,27.0
2015-07-23 15:00:00,74.0,33.0,107.0,33.0,74.0
2015-07-23 16:00:00,64.0,31.0,95.0,31.0,64.0
2015-07-23 17:00:00,38.0,30.0,68.0,30.0,38.0
2015-07-23 18:00:00,35.0,17.0,52.0,17.0,35.0
2015-07-23 19:00:00,27.0,19.0,46.0,19.0,27.0
2015-07-23 20:00:00,27.0,15.0,42.0,15.0,27.0
2015-07-23 21:00:00,19.0,17.0,36.0,17.0,19.0
2015-07-23 22:00:00,10.0,4.0,14.0,4.0,10.0
2015-07-23 23:00:00,22.0,3.0,25.0,3.0,22.0
2015-07-24 00:00:00,5.0,1.0,6.0,1.0,5.0
2015-07-24 01:00:00,2.0,2.0,4.0,2.0,2.0
2015-07-24 02:00:00,0.0,2.0,2.0,2.0,0.0
2015-07-24 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-24 04:00:00,5.0,2.0,7.0,2.0,5.0
2015-07-24 05:00:00,1.0,6.0,7.0,6.0,1.0
2015-07-24 06:00:00,6.0,17.0,23.0,17.0,6.0
2015-07-24 07:00:00,13.0,30.0,43.0,30.0,13.0
2015-07-24 08:00:00,17.0,35.0,52.0,35.0,17.0
2015-07-24 09:00:00,9.0,20.0,29.0,20.0,9.0
2015-07-24 10:00:00,9.0,18.0,27.0,18.0,9.0
2015-07-24 11:00:00,5.0,9.0,14.0,9.0,5.0
2015-07-24 12:00:00,7.0,4.0,11.0,4.0,7.0
2015-07-24 13:00:00,11.0,12.0,23.0,12.0,11.0
2015-07-24 14:00:00,22.0,11.0,33.0,11.0,22.0
2015-07-24 15:00:00,44.0,17.0,61.0,17.0,44.0
2015-07-24 16:00:00,47.0,18.0,65.0,18.0,47.0
2015-07-24 17:00:00,17.0,9.0,26.0,9.0,17.0
2015-07-24 18:00:00,23.0,9.0,32.0,9.0,23.0
2015-07-24 19:00:00,11.0,11.0,22.0,11.0,11.0
2015-07-24 20:00:00,17.0,7.0,24.0,7.0,17.0
2015-07-24 21:00:00,7.0,1.0,8.0,1.0,7.0
2015-07-24 22:00:00,3.0,4.0,7.0,4.0,3.0
2015-07-24 23:00:00,7.0,1.0,8.0,1.0,7.0
2015-07-25 00:00:00,4.0,2.0,6.0,2.0,4.0
2015-07-25 01:00:00,6.0,2.0,8.0,2.0,6.0
2015-07-25 02:00:00,0.0,1.0,1.0,1.0,0.0
2015-07-25 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-25 04:00:00,1.0,1.0,2.0,1.0,1.0
2015-07-25 05:00:00,1.0,2.0,3.0,2.0,1.0
2015-07-25 06:00:00,2.0,8.0,10.0,8.0,2.0
2015-07-25 07:00:00,7.0,4.0,11.0,4.0,7.0
2015-07-25 08:00:00,4.0,8.0,12.0,8.0,4.0
2015-07-25 09:00:00,15.0,8.0,23.0,8.0,15.0
2015-07-25 10:00:00,11.0,16.0,27.0,16.0,11.0
2015-07-25 11:00:00,24.0,40.0,64.0,40.0,24.0
2015-07-25 12:00:00,20.0,18.0,38.0,18.0,20.0
2015-07-25 13:00:00,8.0,24.0,32.0,24.0,8.0
2015-07-25 14:00:00,22.0,25.0,47.0,25.0,22.0
2015-07-25 15:00:00,31.0,22.0,53.0,22.0,31.0
2015-07-25 16:00:00,30.0,15.0,45.0,15.0,30.0
2015-07-25 17:00:00,28.0,15.0,43.0,15.0,28.0
2015-07-25 18:00:00,19.0,16.0,35.0,16.0,19.0
2015-07-25 19:00:00,17.0,6.0,23.0,6.0,17.0
2015-07-25 20:00:00,18.0,11.0,29.0,11.0,18.0
2015-07-25 21:00:00,8.0,9.0,17.0,9.0,8.0
2015-07-25 22:00:00,3.0,3.0,6.0,3.0,3.0
2015-07-25 23:00:00,10.0,3.0,13.0,3.0,10.0
2015-07-26 00:00:00,4.0,2.0,6.0,2.0,4.0
2015-07-26 01:00:00,5.0,1.0,6.0,1.0,5.0
2015-07-26 02:00:00,4.0,0.0,4.0,0.0,4.0
2015-07-26 03:00:00,3.0,0.0,3.0,0.0,3.0
2015-07-26 04:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-26 05:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-26 06:00:00,0.0,0.0,0.0,0.0,0.0
2015-07-27 07:00:00,40.0,73.0,113.0,73.0,40.0
2015-07-27 08:00:00,19.0,87.0,106.0,87.0,19.0
2015-07-27 09:00:00,12.0,36.0,48.0,36.0,12.0
2015-07-27 10:00:00,14.0,30.0,44.0,30.0,14.0
2015-07-27 11:00:00,14.0,29.0,43.0,29.0,14.0
2015-07-27 12:00:00,13.0,21.0,34.0,21.0,13.0
2015-07-27 13:00:00,27.0,14.0,41.0,14.0,27.0
2015-07-27 14:00:00,40.0,22.0,62.0,22.0,40.0
2015-07-27 15:00:00,98.0,45.0,143.0,45.0,98.0
2015-07-27 16:00:00,103.0,34.0,137.0,34.0,103.0
2015-07-27 17:00:00,61.0,30.0,91.0,30.0,61.0
2015-07-27 18:00:00,30.0,24.0,54.0,24.0,30.0
2015-07-27 19:00:00,45.0,18.0,63.0,18.0,45.0
2015-07-27 20:00:00,26.0,18.0,44.0,18.0,26.0
2015-07-27 21:00:00,33.0,11.0,44.0,11.0,33.0
2015-07-27 22:00:00,16.0,8.0,24.0,8.0,16.0
2015-07-27 23:00:00,9.0,2.0,11.0,2.0,9.0
2015-07-28 00:00:00,8.0,1.0,9.0,1.0,8.0
2015-07-28 01:00:00,7.0,0.0,7.0,0.0,7.0
2015-07-28 02:00:00,0.0,0.0,0.0,0.0,0.0
2015-07-28 03:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-28 04:00:00,2.0,2.0,4.0,2.0,2.0
2015-07-28 05:00:00,3.0,5.0,8.0,5.0,3.0
2015-07-28 06:00:00,24.0,20.0,44.0,20.0,24.0
2015-07-28 07:00:00,37.0,77.0,114.0,77.0,37.0
2015-07-28 08:00:00,28.0,99.0,127.0,99.0,28.0
2015-07-28 09:00:00,18.0,40.0,58.0,40.0,18.0
2015-07-28 10:00:00,19.0,31.0,50.0,31.0,19.0
2015-07-28 11:00:00,15.0,25.0,40.0,25.0,15.0
2015-07-28 12:00:00,17.0,22.0,39.0,22.0,17.0
2015-07-28 13:00:00,31.0,24.0,55.0,24.0,31.0
2015-07-28 14:00:00,41.0,27.0,68.0,27.0,41.0
2015-07-28 15:00:00,138.0,39.0,177.0,39.0,138.0
2015-07-28 16:00:00,122.0,46.0,168.0,46.0,122.0
2015-07-28 17:00:00,46.0,30.0,76.0,30.0,46.0
2015-07-28 18:00:00,44.0,30.0,74.0,30.0,44.0
2015-07-28 19:00:00,43.0,25.0,68.0,25.0,43.0
2015-07-28 20:00:00,31.0,22.0,53.0,22.0,31.0
2015-07-28 21:00:00,32.0,14.0,46.0,14.0,32.0
2015-07-28 22:00:00,16.0,14.0,30.0,14.0,16.0
2015-07-28 23:00:00,8.0,2.0,10.0,2.0,8.0
2015-07-29 00:00:00,5.0,1.0,6.0,1.0,5.0
2015-07-29 01:00:00,5.0,0.0,5.0,0.0,5.0
2015-07-29 02:00:00,2.0,0.0,2.0,0.0,2.0
2015-07-29 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-29 04:00:00,2.0,3.0,5.0,3.0,2.0
2015-07-29 05:00:00,1.0,4.0,5.0,4.0,1.0
2015-07-29 06:00:00,22.0,21.0,43.0,21.0,22.0
2015-07-29 07:00:00,36.0,67.0,103.0,67.0,36.0
2015-07-29 08:00:00,29.0,95.0,124.0,95.0,29.0
2015-07-29 09:00:00,16.0,45.0,61.0,45.0,16.0
2015-07-29 10:00:00,20.0,43.0,63.0,43.0,20.0
2015-07-29 11:00:00,28.0,31.0,59.0,31.0,28.0
2015-07-29 12:00:00,21.0,31.0,52.0,31.0,21.0
2015-07-29 13:00:00,31.0,27.0,58.0,27.0,31.0
2015-07-29 14:00:00,51.0,34.0,85.0,34.0,51.0
2015-07-29 15:00:00,119.0,37.0,156.0,37.0,119.0
2015-07-29 16:00:00,103.0,41.0,144.0,41.0,103.0
2015-07-29 17:00:00,53.0,31.0,84.0,31.0,53.0
2015-07-29 18:00:00,46.0,16.0,62.0,16.0,46.0
2015-07-29 19:00:00,38.0,19.0,57.0,19.0,38.0
2015-07-29 20:00:00,26.0,11.0,37.0,11.0,26.0
2015-07-29 21:00:00,20.0,16.0,36.0,16.0,20.0
2015-07-29 22:00:00,20.0,4.0,24.0,4.0,20.0
2015-07-29 23:00:00,16.0,6.0,22.0,6.0,16.0
2015-07-30 00:00:00,5.0,2.0,7.0,2.0,5.0
2015-07-30 01:00:00,2.0,1.0,3.0,1.0,2.0
2015-07-30 02:00:00,0.0,0.0,0.0,0.0,0.0
2015-07-30 03:00:00,0.0,0.0,0.0,0.0,0.0
2015-07-30 04:00:00,1.0,2.0,3.0,2.0,1.0
2015-07-30 05:00:00,4.0,3.0,7.0,3.0,4.0
2015-07-30 06:00:00,21.0,24.0,45.0,24.0,21.0
2015-07-30 07:00:00,24.0,53.0,77.0,53.0,24.0
2015-07-30 08:00:00,22.0,70.0,92.0,70.0,22.0
2015-07-30 09:00:00,17.0,43.0,60.0,43.0,17.0
2015-07-30 10:00:00,9.0,22.0,31.0,22.0,9.0
2015-07-30 11:00:00,15.0,20.0,35.0,20.0,15.0
2015-07-30 12:00:00,17.0,14.0,31.0,14.0,17.0
2015-07-30 13:00:00,27.0,15.0,42.0,15.0,27.0
2015-07-30 14:00:00,37.0,24.0,61.0,24.0,37.0
2015-07-30 15:00:00,70.0,31.0,101.0,31.0,70.0
2015-07-30 16:00:00,80.0,28.0,108.0,28.0,80.0
2015-07-30 17:00:00,47.0,20.0,67.0,20.0,47.0
2015-07-30 18:00:00,29.0,28.0,57.0,28.0,29.0
2015-07-30 19:00:00,37.0,14.0,51.0,14.0,37.0
2015-07-30 20:00:00,27.0,20.0,47.0,20.0,27.0
2015-07-30 21:00:00,21.0,8.0,29.0,8.0,21.0
2015-07-30 22:00:00,18.0,8.0,26.0,8.0,18.0
2015-07-30 23:00:00,11.0,2.0,13.0,2.0,11.0
2015-07-31 00:00:00,5.0,3.0,8.0,3.0,5.0
2015-07-31 01:00:00,2.0,1.0,3.0,1.0,2.0
2015-07-31 02:00:00,0.0,0.0,0.0,0.0,0.0
2015-07-31 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-07-31 04:00:00,4.0,4.0,8.0,4.0,4.0
2015-07-31 05:00:00,0.0,4.0,4.0,4.0,0.0
2015-07-31 06:00:00,13.0,15.0,28.0,15.0,13.0
2015-07-31 07:00:00,27.0,58.0,85.0,58.0,27.0
2015-07-31 08:00:00,28.0,76.0,104.0,76.0,28.0
2015-07-31 09:00:00,14.0,35.0,49.0,35.0,14.0
2015-07-31 10:00:00,15.0,25.0,40.0,25.0,15.0
2015-07-31 11:00:00,12.0,33.0,45.0,33.0,12.0
2015-07-31 12:00:00,27.0,26.0,53.0,26.0,27.0
2015-07-31 13:00:00,23.0,15.0,38.0,15.0,23.0
2015-07-31 14:00:00,45.0,24.0,69.0,24.0,45.0
2015-07-31 15:00:00,116.0,35.0,151.0,35.0,116.0
2015-07-31 16:00:00,82.0,19.0,101.0,19.0,82.0
2015-07-31 17:00:00,50.0,17.0,67.0,17.0,50.0
2015-07-31 18:00:00,38.0,19.0,57.0,19.0,38.0
2015-07-31 19:00:00,17.0,19.0,36.0,19.0,17.0
2015-07-31 20:00:00,21.0,11.0,32.0,11.0,21.0
2015-07-31 21:00:00,19.0,5.0,24.0,5.0,19.0
2015-07-31 22:00:00,9.0,2.0,11.0,2.0,9.0
2015-07-31 23:00:00,12.0,3.0,15.0,3.0,12.0
2015-08-01 00:00:00,5.0,3.0,8.0,3.0,5.0
2015-08-01 01:00:00,7.0,1.0,8.0,1.0,7.0
2015-08-01 02:00:00,1.0,0.0,1.0,0.0,1.0
2015-08-01 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-08-01 04:00:00,4.0,2.0,6.0,2.0,4.0
2015-08-01 05:00:00,0.0,4.0,4.0,4.0,0.0
2015-08-01 06:00:00,3.0,6.0,9.0,6.0,3.0
2015-08-01 07:00:00,1.0,7.0,8.0,7.0,1.0
2015-08-01 08:00:00,2.0,4.0,6.0,4.0,2.0
2015-08-01 09:00:00,7.0,5.0,12.0,5.0,7.0
2015-08-01 10:00:00,9.0,11.0,20.0,11.0,9.0
2015-08-01 11:00:00,3.0,19.0,22.0,19.0,3.0
2015-08-01 12:00:00,10.0,11.0,21.0,11.0,10.0
2015-08-01 13:00:00,14.0,22.0,36.0,22.0,14.0
2015-08-01 14:00:00,18.0,22.0,40.0,22.0,18.0
2015-08-01 15:00:00,27.0,18.0,45.0,18.0,27.0
2015-08-01 16:00:00,22.0,6.0,28.0,6.0,22.0
2015-08-01 17:00:00,18.0,7.0,25.0,7.0,18.0
2015-08-01 18:00:00,21.0,7.0,28.0,7.0,21.0
2015-08-01 19:00:00,16.0,5.0,21.0,5.0,16.0
2015-08-01 20:00:00,6.0,4.0,10.0,4.0,6.0
2015-08-01 21:00:00,8.0,8.0,16.0,8.0,8.0
2015-08-01 22:00:00,6.0,6.0,12.0,6.0,6.0
2015-08-01 23:00:00,10.0,4.0,14.0,4.0,10.0
2015-08-02 00:00:00,0.0,2.0,2.0,2.0,0.0
2015-08-02 01:00:00,4.0,0.0,4.0,0.0,4.0
2015-08-02 02:00:00,1.0,1.0,2.0,1.0,1.0
2015-08-02 03:00:00,4.0,0.0,4.0,0.0,4.0
2015-08-02 04:00:00,2.0,0.0,2.0,0.0,2.0
2015-08-02 05:00:00,2.0,4.0,6.0,4.0,2.0
2015-08-02 06:00:00,0.0,6.0,6.0,6.0,0.0
2015-08-02 07:00:00,1.0,4.0,5.0,4.0,1.0
2015-08-02 08:00:00,0.0,4.0,4.0,4.0,0.0
2015-08-02 09:00:00,4.0,4.0,8.0,4.0,4.0
2015-08-02 10:00:00,4.0,11.0,15.0,11.0,4.0
2015-08-02 11:00:00,4.0,28.0,32.0,28.0,4.0
2015-08-02 12:00:00,19.0,25.0,44.0,25.0,19.0
2015-08-02 13:00:00,19.0,24.0,43.0,24.0,19.0
2015-08-02 14:00:00,16.0,13.0,29.0,13.0,16.0
2015-08-02 15:00:00,10.0,17.0,27.0,17.0,10.0
2015-08-02 16:00:00,30.0,17.0,47.0,17.0,30.0
2015-08-02 17:00:00,29.0,19.0,48.0,19.0,29.0
2015-08-02 18:00:00,21.0,19.0,40.0,19.0,21.0
2015-08-02 19:00:00,20.0,8.0,28.0,8.0,20.0
2015-08-02 20:00:00,19.0,18.0,37.0,18.0,19.0
2015-08-02 21:00:00,16.0,10.0,26.0,10.0,16.0
2015-08-02 22:00:00,12.0,11.0,23.0,11.0,12.0
2015-08-02 23:00:00,7.0,2.0,9.0,2.0,7.0
2015-08-03 00:00:00,7.0,1.0,8.0,1.0,7.0
2015-08-03 01:00:00,1.0,0.0,1.0,0.0,1.0
2015-08-03 02:00:00,0.0,0.0,0.0,0.0,0.0
2015-08-03 03:00:00,1.0,0.0,1.0,0.0,1.0
2015-08-03 04:00:00,0.0,2.0,2.0,2.0,0.0
2015-08-03 05:00:00,5.0,7.0,12.0,7.0,5.0
2015-08-03 06:00:00,21.0,26.0,47.0,26.0,21.0
2015-08-03 07:00:00,54.0,122.0,176.0,122.0,54.0
2015-08-03 08:00:00,43.0,170.0,213.0,170.0,43.0
2015-08-03 09:00:00,21.0,70.0,91.0,70.0,21.0
2015-08-03 10:00:00,15.0,21.0,36.0,21.0,15.0
2015-08-03 11:00:00,17.0,21.0,38.0,21.0,17.0
2015-08-03 12:00:00,19.0,27.0,46.0,27.0,19.0
2015-08-03 13:00:00,16.0,29.0,45.0,29.0,16.0
2015-08-03 14:00:00,65.0,27.0,92.0,27.0,65.0
2015-08-03 15:00:00,176.0,61.0,237.0,61.0,176.0
2015-08-03 16:00:00,175.0,47.0,222.0,47.0,175.0
2015-08-03 17:00:00,90.0,61.0,151.0,61.0,90.0
2015-08-03 18:00:00,59.0,28.0,87.0,28.0,59.0
2015-08-03 19:00:00,44.0,30.0,74.0,30.0,44.0
2015-08-03 20:00:00,39.0,26.0,65.0,26.0,39.0
2015-08-03 21:00:00,42.0,24.0,66.0,24.0,42.0
2015-08-03 22:00:00,24.0,7.0,31.0,7.0,24.0
2015-08-03 23:00:00,14.0,2.0,16.0,2.0,14.0
2015-08-04 00:00:00,5.0,3.0,8.0,3.0,5.0
2015-08-04 01:00:00,5.0,1.0,6.0,1.0,5.0
2015-08-04 02:00:00,3.0,1.0,4.0,1.0,3.0
2015-08-04 03:00:00,0.0,0.0,0.0,0.0,0.0
2015-08-04 04:00:00,2.0,2.0,4.0,2.0,2.0
2015-08-04 05:00:00,5.0,7.0,12.0,7.0,5.0
2015-08-04 06:00:00,25.0,36.0,61.0,36.0,25.0
2015-08-04 07:00:00,58.0,109.0,167.0,109.0,58.0
2015-08-04 08:00:00,44.0,142.0,186.0,142.0,44.0
2015-08-04 09:00:00,18.0,68.0,86.0,68.0,18.0
